algorithm	7.844815479208263
evolutionary	7.790097235513905
n	7.661854740545311
problem	7.646390514847729
used	7.646390514847729
using	7.577861357721047
one	7.558197802812269
number	7.52795791762255
algorithms	7.508769136971682
time	7.505784060128229
results	7.492239835020471
ﬁtness	7.490723534502507
e	7.436150368369428
set	7.434546518787453
function	7.396929655216146
population	7.386879319362645
two	7.385194398997726
system	7.366470447731438
r	7.322565239927284
time	7.311734809152915
optimization	7.297109319933935
c	7.29156913955832
genetic	7.2878585601617845
algorithm	7.246106765481563
f	7.220590170099739
pp	7.212606095751519
used	7.20050917404269
fig	7.19644412779452
j	7.192362489474872
evolutionary	7.192362489474872
p	7.173786103901937
search	7.163314804034641
model	7.152732694704104
values	7.139884552226255
using	7.124683390894205
also	7.115892125483034
problem	7.102558594613569
based	7.0867747269123065
one	7.082218910376446
b	7.077642243349034
new	7.068425588244111
value	7.054439346269371
network	7.035481432524756
diﬀerent	7.013715156042802
set	7.0014148779611505
evolution	6.991464547107982
results	6.988961416889864
two	6.973809611869261
performance	6.971261839790462
number	6.971261839790462
